;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
Dairy Central Europe Activity (Mt);4,24961853;4,247530937;4,245443344;4,243356228;4,241268635;4,239181519;4,231762886;4,224344254;4,216925621;4,209506989;4,202088356;4,1946702;4,187251568;4,179832935;4,172414303;4,16499567;4,151959419;4,138923168;4,12588644;4,112849712;4,099813461;4,08677721;4,073740482;4,060704231;4,04766798;4,034631729;4,021595001;4,00855875;3,995522261;3,982485533;3,969449282;3,956412792;3,943376303;3,930340052;3,917303324;3,904267073
Dairy China Region Activity (Mt);4,40651083;4,421114445;4,435718536;4,450322628;4,464925766;4,479529858;4,477828026;4,476125717;4,474423409;4,472721577;4,471018791;4,469316483;4,467614651;4,465912342;4,464210033;4,462508202;4,447603226;4,43269825;4,417793751;4,402888775;4,387984276;4,3730793;4,358174324;4,343269825;4,328364849;4,31346035;4,298555374;4,283650398;4,268745899;4,253840923;4,238936424;4,224031448;4,209126472;4,194221973;4,179316998;4,164412498
Dairy Eastern Africa Activity (Mt);2,884544849;2,983048439;3,081552267;3,180055857;3,278559446;3,377063036;3,511504173;3,645945072;3,780385733;3,914826632;4,049267292;4,183708191;4,31814909;4,452589989;4,587030888;4,721471786;4,868947029;5,016422272;5,163897514;5,311372757;5,458848;5,606323242;5,753798008;5,901273727;6,04874897;6,196223736;6,343698978;6,491174221;6,63864994;6,786124706;6,933599949;7,081075191;7,228549957;7,376025677;7,523500919;7,670976162
Dairy India Activity (Mt);15,13579559;15,40384388;15,67189121;15,93993855;16,20798683;16,47603416;16,68066597;16,88529778;17,08992958;17,29456329;17,49919701;17,7038269;17,90846062;18,11309242;18,31772423;18,52235603;18,67674065;18,83112335;18,98550797;19,13989067;19,29427719;19,4486599;19,60304451;19,75742722;19,91181183;20,06619644;20,22057915;20,37496376;20,52934647;20,68373108;20,83811378;20,9924984;21,1468811;21,30126572;21,45565033;21,61003494
Dairy Indonesia Region Activity (Mt);0,135373816;0,137147427;0,138921037;0,140694648;0,142468274;0,144241869;0,145208284;0,146174714;0,147141129;0,148107573;0,149073988;0,150040403;0,151006833;0,151973248;0,152939677;0,153906092;0,154637143;0,155368209;0,156099245;0,156830296;0,157561362;0,158292413;0,159023464;0,15975453;0,160485566;0,161216617;0,161947682;0,162678733;0,163409799;0,16414085;0,164871901;0,165602952;0,166334003;0,167065054;0,16779612;0,168527171
Dairy Japan Activity (Mt);1,036414146;1,03700316;1,037592173;1,038181305;1,038770318;1,03935945;1,038236856;1,037114382;1,035991907;1,034869432;1,033746839;1,032624364;1,031501889;1,030379295;1,02925694;1,028134346;1,024756908;1,021379471;1,018002033;1,014624596;1,011247277;1,00786984;1,004492402;1,001114964;0,997737527;0,994360149;0,990982711;0,987605274;0,984227896;0,980850458;0,977473021;0,974095643;0,970718205;0,967340767;0,963963389;0,960585952
Dairy Korea Activity (Mt);0,315410793;0,317687929;0,319965065;0,32224223;0,324519366;0,326796532;0,328688681;0,330580831;0,33247298;0,334365129;0,336257279;0,338149428;0,340041578;0,341933727;0,343825877;0,345718026;0,346174389;0,346630722;0,347087085;0,347543418;0,347999781;0,348456144;0,348912448;0,349368811;0,349825144;0,350281507;0,35073787;0,351194203;0,351650566;0,352106899;0,352563262;0,353019595;0,353475928;0,353932291;0,354388624;0,354844987
Dairy Mexico Activity (Mt);1,445552945;1,464302421;1,483051896;1,50180161;1,520551085;1,539300561;1,554416537;1,569532394;1,584648371;1,599764347;1,614880204;1,629996181;1,645112157;1,660228133;1,67534399;1,690459967;1,699216485;1,707973123;1,716729641;1,725486279;1,734242916;1,742999434;1,751756072;1,76051271;1,769269228;1,778025746;1,786782265;1,795538902;1,80429554;1,813052058;1,821808696;1,830565214;1,839321852;1,848078489;1,856835008;1,865591645
Dairy Middle East Activity (Mt);2,388621569;2,458487749;2,528353691;2,598219872;2,668086052;2,737951994;2,809522152;2,881092072;2,95266223;3,024232388;3,095802307;3,167372465;3,238942623;3,310512543;3,382082701;3,453652859;3,51858139;3,583509922;3,648438692;3,713367462;3,778295994;3,843224764;3,908153296;3,973082066;4,038010597;4,102939129;4,167867661;4,232796669;4,297725201;4,362654209;4,427582741;4,492510796;4,557439804;4,622368336;4,687296867;4,752225876
Dairy Northern Africa Activity (Mt);1,3299793;1,348099113;1,366218805;1,384338617;1,40245831;1,420578122;1,435636163;1,450694323;1,465752363;1,480810523;1,495868683;1,510926843;1,525984883;1,541043043;1,556101203;1,571159244;1,585008979;1,598858833;1,612708569;1,626558304;1,640408158;1,654257894;1,668107629;1,681957483;1,695807219;1,709657073;1,723506808;1,737356544;1,751206398;1,765056133;1,778905869;1,792755723;1,806605458;1,820455194;1,834305048;1,848154783
Dairy Oceania Activity (Mt);3,637597084;3,68512845;3,73265934;3,780190706;3,827721596;3,875252962;3,915710688;3,956168175;3,996625662;4,037083626;4,077541351;4,1179986;4,158456326;4,198914051;4,239371777;4,279829502;4,309809208;4,339789867;4,369769573;4,399750233;4,429730415;4,459710598;4,489690781;4,519670963;4,549651146;4,579630852;4,609611511;4,639591694;4,669571877;4,699552059;4,729532242;4,759512424;4,789493084;4,81947279;4,849453449;4,879433155
Dairy Rest of South America Activity (Mt);4,14021492;4,202012539;4,263810158;4,325608253;4,387405396;4,449203491;4,500502586;4,551802158;4,603101254;4,654400826;4,705699444;4,756998539;4,808298111;4,859597206;4,910896778;4,962195873;4,998494148;5,034793377;5,071091652;5,107389927;5,143688202;5,179986477;5,216285229;5,252583981;5,288882256;5,325181007;5,361479282;5,397777557;5,434075832;5,470374107;5,506673336;5,542971611;5,579269886;5,615568638;5,651866913;5,688165188
Dairy Rest of South Asia Activity (Mt);5,629166126;5,72885561;5,82854557;5,928235531;6,027925014;6,127614975;6,203720093;6,279825211;6,355929852;6,432034969;6,508140087;6,584244728;6,660349846;6,736454964;6,812560081;6,888664722;6,946081638;7,003499031;7,060915947;7,118332863;7,175749779;7,233166695;7,290583611;7,348001003;7,405417919;7,462835312;7,520252228;7,577669144;7,635086536;7,692503452;7,749920368;7,807337284;7,8647542;7,922171116;7,979588032;8,037005424
Dairy Rest of Southern Africa Activity (Mt);0,29980126;0,307153255;0,314505249;0,321857244;0,329209238;0,336561263;0,343804061;0,35104686;0,358289659;0,365532458;0,372775227;0,380018026;0,387260824;0,394503623;0,401746422;0,408989221;0,416361243;0,423733264;0,431105316;0,438477337;0,445849389;0,453221411;0,460593432;0,467965484;0,475337476;0,482709527;0,490081578;0,49745357;0,504825592;0,512197673;0,519569695;0,526941717;0,534313738;0,54168582;0,549057782;0,556429863
Dairy Russia Region Activity (Mt);4,450090885;4,48477459;4,519458771;4,554142475;4,58882618;4,623509884;4,646304131;4,6690979;4,69189167;4,714685917;4,737479687;4,76027298;4,783067226;4,805860996;4,828655243;4,851449013;4,865833282;4,880218029;4,894602776;4,908987045;4,923371315;4,937756062;4,952140808;4,966525078;4,980909348;4,995294094;5,009678841;5,02406311;5,03844738;5,052832127;5,067216873;5,081601143;5,095985413;5,110370159;5,124754906;5,139139175
Dairy South Africa Activity (Mt);0,454975575;0,466132909;0,477290243;0,488447577;0,499604881;0,510762215;0,521753788;0,532745421;0,543737054;0,554728687;0,56572026;0,576711833;0,587703466;0,59869504;0,609686673;0,620678246;0,631865978;0,643053651;0,654241443;0,665429175;0,676616848;0,68780458;0,698992372;0,710180044;0,721367776;0,732555449;0,743743181;0,754930973;0,766118705;0,777306378;0,78849411;0,799681783;0,810869575;0,822057307;0,833244979;0,844432712
Dairy Southeast Asia Activity (Mt);0,338525772;0,345174789;0,351823807;0,358472824;0,365121841;0,371770859;0,37779355;0,383816242;0,389838904;0,395861626;0,401884288;0,407906979;0,413929671;0,419952363;0,425975055;0,431997746;0,435095131;0,438192576;0,441289991;0,444387406;0,447484851;0,450582266;0,453679681;0,456777126;0,459874541;0,462971956;0,4660694;0,469166815;0,47226423;0,475361645;0,47845906;0,481556505;0,48465392;0,487751335;0,49084878;0,493946195
Dairy Turkey Activity (Mt);1,599910378;1,620143414;1,640376449;1,660609603;1,680842638;1,701075673;1,718681693;1,736287951;1,753893971;1,77150023;1,78910625;1,806712389;1,824318528;1,841924667;1,859530807;1,877136946;1,888868928;1,900601149;1,91233325;1,924065351;1,935797453;1,947529674;1,959261656;1,970993876;1,982725978;1,994458079;2,006190062;2,017922163;2,029654503;2,041386366;2,053118467;2,064850569;2,076582909;2,08831501;2,100046873;2,111779213
Dairy Ukraine Region Activity (Mt);2,409937382;2,409768581;2,409600019;2,409430981;2,409262419;2,409093618;2,413791418;2,418489218;2,423186779;2,427884579;2,43258214;2,43727994;2,441977739;2,446675301;2,4513731;2,4560709;2,460221767;2,464372396;2,468523026;2,472673893;2,47682476;2,480975389;2,485126019;2,489276886;2,493427753;2,497578382;2,501729012;2,505880117;2,510030985;2,514181614;2,518332243;2,52248311;2,526633978;2,530784607;2,534935236;2,539086103
Dairy USA Activity (Mt);10,68395138;10,72369099;10,7634306;10,8031683;10,84290791;10,88264656;10,93455696;10,98646736;11,03837776;11,09028721;11,14219761;11,19410896;11,24601936;11,29792881;11,34983921;11,40174961;11,44661617;11,49148083;11,53634739;11,581213;11,62607861;11,67094517;11,71581078;11,76067638;11,80554295;11,85040855;11,89527416;11,94013977;11,98500538;12,02987194;12,07473755;12,11960316;12,16446972;12,20933533;12,25420094;12,29906654
Dairy Western Africa Activity (Mt);0,569620252;0,586347818;0,603075325;0,619802892;0,63653034;0,653257906;0,675403357;0,697548807;0,719694257;0,741839707;0,763985097;0,786130548;0,808276057;0,830421448;0,852566898;0,874712348;0,901535392;0,928358436;0,955181479;0,982004583;1,008827567;1,03565073;1,062473655;1,089296818;1,116119862;1,142942905;1,169765949;1,196588874;1,223412037;1,2502352;1,277058125;1,303881168;1,330704212;1,357527256;1,384350419;1,411173463
Dairy Western Europe Activity (Mt);16,94427299;17,07993126;17,21558952;17,35124779;17,48690605;17,62256241;17,67807579;17,73358536;17,78909683;17,84460831;17,90011787;17,95562935;18,01114082;18,0666523;18,12216377;18,17767525;18,20084953;18,22402763;18,24720383;18,27038193;18,29355812;18,31673241;18,33991051;18,3630867;18,3862648;18,40944099;18,43261528;18,45579338;18,47896957;18,50214767;18,52532387;18,54849815;18,57167625;18,59485245;18,61803055;18,64120674
Dairy World Activity (Mt);91,8866847;92,95937455;94,03206445;95,10475385;96,17744184;97,25013018;98,12381743;98,99750076;99,87118405;100,7448719;101,6185544;102,4922369;103,3659256;104,2396086;105,1132945;105,9869791;106,6588198;107,3306637;108,0025079;108,6743508;109,3461955;110,0180357;110,6898798;111,3617232;112,0335687;112,7054119;113,3772507;114,0490959;114,7209383;115,3927834;116,0646257;116,7364652;117,4083095;118,0801538;118,7519979;119,4238418
Leather Brazil Activity (Mt);0,52946682;0,542291641;0,555116463;0,567941332;0,580766153;0,593590975;0,606661892;0,619732761;0,632803631;0,6458745;0,65894537;0,672016287;0,685087156;0,698158026;0,711228943;0,724299812;0,734841967;0,745384169;0,755926371;0,766468525;0,777010727;0,787552929;0,798095083;0,808637333;0,81917944;0,829721642;0,840263844;0,85080595;0,861348152;0,871890354;0,882432556;0,892974758;0,90351696;0,914059162;0,924601269;0,935143471
Leather Canada Activity (Mt);0,068394088;0,06919932;0,070004534;0,070810348;0,071615601;0,072420612;0,073208545;0,073996478;0,074784416;0,075572349;0,076360287;0,07714822;0,077936158;0,078724091;0,079512029;0,080299962;0,080998969;0,081697981;0,082396993;0,083096;0,083795012;0,084494019;0,085193026;0,085892043;0,08659105;0,087290057;0,087989064;0,088688081;0,089387087;0,090086094;0,090785101;0,091484108;0,092183114;0,092882141;0,093581148;0,094280154
Leather Central America Activity (Mt);0,05031517;0,051402542;0,053588319;0,054436781;0,055478016;0,056156918;0,057175938;0,058196182;0,059217655;0,060240358;0,061264293;0,062289453;0,063315847;0,064343461;0,065372308;0,066402389;0,067274835;0,06814832;0,06902283;0,069898375;0,070774956;0,071652561;0,072531201;0,07341087;0,074291578;0,075173319;0,076056082;0,076939878;0,077824705;0,078710572;0,079597463;0,080485386;0,081374349;0,082264344;0,083155362;0,084047412
Leather Central Asia Activity (Mt);0,083158879;0,085525485;0,088675977;0,090627335;0,093613334;0,095287139;0,096822033;0,098355878;0,099888656;0,101420385;0,102951067;0,104480688;0,106009254;0,107536766;0,109063224;0,110588626;0,111357218;0,112125278;0,112892782;0,113659741;0,114426169;0,115192039;0,115957379;0,116722148;0,117486399;0,118250093;0,119013243;0,119775849;0,120537923;0,121299453;0,122060413;0,122820855;0,12358074;0,124340081;0,125098877;0,125857142
Leather Central Europe Activity (Mt);0,080239528;0,080131975;0,079620153;0,080815494;0,080956207;0,081147482;0,081567017;0,081986544;0,082406079;0,082825614;0,083245141;0,083664676;0,084084203;0,084503738;0,084923265;0,0853428;0,085494712;0,085646625;0,085798537;0,085950441;0,086102353;0,086254258;0,086406178;0,086558082;0,086709994;0,086861907;0,087013819;0,087165723;0,087317635;0,08746954;0,087621452;0,087773364;0,087925268;0,088077189;0,088229093;0,088381005
Leather China Region Activity (Mt);0,8372335;0,855332033;0,8733674;0,891064222;0,909476363;0,927504506;0,941311111;0,955116236;0,96891988;0,982722149;0,996522833;1,010322036;1,024119864;1,037916106;1,051710868;1,065504149;1,069650478;1,073796251;1,077941576;1,082086451;1,086230877;1,090374853;1,094518486;1,098661458;1,102804192;1,106946477;1,111088101;1,115229487;1,119370318;1,1235107;1,127650632;1,131790116;1,135929149;1,140067839;1,144205869;1,148343661
Leather Eastern Africa Activity (Mt);0,151216925;0,15689424;0,179764273;0,185800843;0,191757238;0,191467814;0,199277785;0,207087755;0,214897726;0,222707696;0,230517666;0,238327655;0,246137607;0,253947596;0,261757548;0,269567537;0,278478079;0,287388639;0,2962992;0,305209761;0,314120321;0,323030882;0,331941406;0,340851966;0,349762527;0,358673087;0,367583648;0,376494172;0,385404769;0,39431533;0,403225853;0,412136377;0,421047012;0,429957535;0,438868059;0,44777862
Leather India Activity (Mt);0,354777594;0,361847431;0,368915461;0,375985037;0,38305337;0,390122902;0,395830392;0,401537836;0,407245372;0,412952861;0,418660304;0,424367792;0,43007528;0,435782767;0,441490208;0,447197695;0,451070457;0,454943126;0,458815888;0,462688556;0,466561271;0,470434032;0,474306699;0,478179459;0,482052127;0,48592484;0,489797599;0,493670266;0,497543024;0,50141569;0,505288402;0,50916116;0,513033825;0,516906583;0,520779247;0,524651958
Leather Indonesia Region Activity (Mt);0,028815985;0,029296832;0,029787907;0,030268387;0,030753493;0,031217191;0,031579314;0,031941344;0,032303293;0,03266515;0,033026925;0,033388611;0,03375021;0,034111722;0,034473148;0,034834487;0,035180744;0,035526918;0,035873009;0,036219017;0,036564944;0,036910782;0,03725654;0,037602215;0,037947807;0,038293315;0,03863874;0,038984079;0,039329338;0,039674514;0,040019606;0,040364618;0,040709544;0,041054386;0,041399143;0,041743819
Leather Japan Activity (Mt);0,013626459;0,013672861;0,013719232;0,013765699;0,013812471;0,013858769;0,013846715;0,013834661;0,013822606;0,013810554;0,013798499;0,013786445;0,013774391;0,013762336;0,013750282;0,013738229;0,013675654;0,013613079;0,013550506;0,013487929;0,013425354;0,013362779;0,013300206;0,01323763;0,013175055;0,01311248;0,013049906;0,012987331;0,012924756;0,012862181;0,012799606;0,012737031;0,012674456;0,012611881;0,012549306;0,01248673
Leather Korea Activity (Mt);0,015024383;0,015271421;0,015490908;0,015714615;0,015932154;0,0160729;0,016249061;0,016425218;0,016601379;0,016777537;0,016953694;0,017129855;0,017306014;0,017482173;0,017658331;0,01783449;0,017940695;0,018046899;0,018153102;0,018259308;0,018365513;0,018471718;0,01857792;0,018684125;0,018790329;0,018896536;0,019002739;0,019108943;0,019215148;0,01932135;0,019427555;0,01953376;0,019639966;0,019746169;0,019852373;0,019958578
Leather Mexico Activity (Mt);0,112285417;0,114009565;0,115733094;0,117457452;0,119181321;0,120905314;0,122685057;0,1244648;0,126244537;0,128024304;0,129804042;0,13158378;0,133363533;0,135143273;0,136923028;0,138702783;0,140304117;0,141905451;0,143506816;0,145108151;0,146709502;0,148310853;0,149912205;0,151513542;0,153114895;0,154716233;0,156317602;0,157918941;0,159520296;0,161121651;0,162722991;0,164324347;0,165925689;0,167527046;0,169128403;0,170729761
Leather Middle East Activity (Mt);0,071201291;0,073909138;0,07613326;0,079105847;0,081989659;0,084594231;0,087501732;0,090409241;0,093316742;0,096224243;0,099131744;0,102039253;0,104946754;0,107854256;0,110761757;0,113669266;0,116433128;0,119196999;0,121960869;0,124724731;0,127488602;0,130252472;0,133016327;0,135780212;0,138544067;0,141307938;0,144071808;0,146835678;0,149599533;0,152363419;0,155127274;0,157891144;0,160655014;0,163418884;0,166182739;0,168946625
Leather Northern Africa Activity (Mt);0,072099721;0,073564273;0,076197916;0,077557552;0,079435324;0,080774112;0,082557124;0,084349597;0,086151532;0,087962928;0,089783785;0,091614111;0,093453891;0,095303132;0,097161843;0,099030007;0,100792925;0,102564611;0,104345086;0,106134321;0,107932338;0,109739129;0,111554695;0,113379036;0,115212143;0,117054033;0,118904705;0,120764136;0,12263235;0,12450933;0,126395101;0,128289638;0,130192942;0,132105029;0,13402589;0,135955525
Leather Oceania Activity (Mt);0,181831841;0,184025956;0,186521373;0,189296069;0,192134576;0,195035796;0,196746557;0,198457678;0,200169186;0,201881068;0,203593309;0,205305951;0,207018953;0,208732329;0,210446064;0,212160187;0,213000529;0,213841051;0,214681754;0,215522624;0,216363687;0,217204918;0,218046342;0,218887947;0,219729733;0,220571685;0,221413831;0,222256158;0,223098651;0,223941352;0,224784206;0,225627255;0,22647047;0,227313892;0,228157468;0,229001225
Leather Rest of South America Activity (Mt);0,521640621;0,531653928;0,543864635;0,555075506;0,565321208;0,57234847;0,580430854;0,588512745;0,596594179;0,604675192;0,612755748;0,620835848;0,62891542;0,636994606;0,645073335;0,653151608;0,659458726;0,665765559;0,672072035;0,678378154;0,684683845;0,69098925;0,697294299;0,703598991;0,709903325;0,716207232;0,722510854;0,728814118;0,735117025;0,741419576;0,747721699;0,754023536;0,760325016;0,766626139;0,772926905;0,779227244
Leather Rest of South Asia Activity (Mt);0,145853187;0,148535108;0,150720228;0,153447721;0,156325334;0,159316424;0,161647209;0,163978026;0,166308811;0,168639612;0,170970397;0,173301214;0,175631999;0,1779628;0,180293601;0,182624402;0,184205928;0,18578747;0,187368979;0,188950505;0,190532047;0,192113557;0,193695083;0,195276625;0,19685815;0,198439676;0,200021202;0,201602728;0,203184254;0,204765779;0,206347305;0,207928831;0,209510373;0,211091899;0,212673409;0,214254951
Leather Rest of Southern Africa Activity (Mt);0,065896701;0,068090703;0,070861814;0,074067234;0,076479611;0,077706009;0,080199725;0,08270803;0,085230917;0,087768404;0,090320481;0,092887159;0,095468418;0,098064267;0,100674707;0,103299727;0,106097589;0,10891103;0,11174007;0,114584689;0,117444897;0,120320703;0,123212088;0,126119062;0,129041635;0,131979797;0,134933528;0,137902868;0,140887796;0,143888294;0,14690439;0,149936095;0,152983369;0,156046222;0,159124694;0,162218734
Leather Russia Region Activity (Mt);0,129177314;0,130702011;0,132172545;0,133492204;0,134836454;0,136432334;0,137279567;0,138128123;0,138977974;0,139829148;0,140681617;0,14153541;0,142390496;0,143246907;0,144104612;0,144963641;0,145391128;0,145819133;0,146247687;0,146676759;0,147106379;0,147536517;0,147967204;0,148398423;0,148830176;0,149262432;0,149695251;0,150128603;0,150562488;0,150996892;0,151431843;0,151867328;0,152303331;0,152739867;0,153176951;0,153614569
Leather South Africa Activity (Mt);0,060930855;0,062811832;0,064693127;0,066574336;0,06845515;0,070336581;0,072357355;0,074378121;0,076398894;0,078419653;0,080440426;0,0824612;0,084481965;0,086502739;0,088523497;0,09054427;0,092703298;0,094862318;0,097021345;0,09918038;0,101339408;0,103498428;0,105657455;0,107816482;0,109975509;0,112134529;0,114293556;0,11645259;0,118611609;0,120770643;0,122929663;0,125088689;0,127247723;0,129406735;0,131565776;0,133724787
Leather Southeast Asia Activity (Mt);0,099555073;0,101889724;0,104148649;0,10670016;0,109917349;0,111832818;0,114061776;0,116298967;0,11854439;0,120798037;0,123059935;0,125330055;0,1276084;0,129894995;0,132189804;0,134492855;0,135975064;0,137462167;0,138954147;0,140451022;0,141952773;0,143459409;0,144970941;0,146487349;0,14800866;0,149534839;0,151065903;0,152601863;0,154142698;0,155688428;0,157239035;0,158794517;0,160354914;0,161920177;0,163490326;0,16506536
Leather Turkey Activity (Mt);0,022138849;0,022450798;0,022762749;0,023074679;0,023386765;0,023698733;0,023987394;0,024276056;0,024564715;0,024853376;0,025142037;0,025430698;0,02571936;0,02600802;0,026296683;0,026585346;0,026803888;0,027022431;0,027240972;0,027459514;0,027678057;0,027896601;0,028115146;0,028333689;0,028552233;0,028770776;0,02898932;0,029207864;0,029426408;0,029644952;0,029863499;0,030082041;0,030300589;0,030519134;0,030737679;0,030956224
Leather Ukraine Region Activity (Mt);0,05144908;0,051412785;0,051360454;0,051179731;0,051188398;0,050726444;0,050848696;0,050970948;0,051093196;0,051215444;0,051337696;0,051459948;0,0515822;0,051704448;0,0518267;0,051948951;0,052147654;0,05234636;0,052545062;0,052743768;0,05294247;0,05314118;0,053339882;0,053538588;0,05373729;0,053935996;0,054134699;0,054333405;0,054532111;0,054730813;0,054929519;0,055128221;0,055326931;0,055525633;0,055724339;0,055923042
Leather USA Activity (Mt);0,554761638;0,556513963;0,558266573;0,560019338;0,561772331;0,563524753;0,565671784;0,567818815;0,56996589;0,572112877;0,574259908;0,576406939;0,57855397;0,580701044;0,582848032;0,584995063;0,586685682;0,588376344;0,590067007;0,591757626;0,593448245;0,595138864;0,596829527;0,598520146;0,600210765;0,601901428;0,60359209;0,605282709;0,606973328;0,608663991;0,61035461;0,612045229;0,613735848;0,615426511;0,617117173;0,618807792
Leather Western Africa Activity (Mt);0,118140922;0,123329364;0,127105279;0,130814033;0,134329458;0,138351856;0,144271026;0,150206265;0,15615758;0,162124936;0,168108379;0,174107871;0,18012345;0,186155096;0,192202792;0,198266593;0,204343731;0,21043693;0,216546208;0,222671527;0,228812926;0,234970349;0,241143868;0,247333449;0,253539071;0,259760754;0,265998535;0,27225232;0,278522185;0,284808147;0,291110114;0,297428179;0,303762304;0,310112453;0,316478718;0,322860988
Leather Western Europe Activity (Mt);0,418675306;0,422055361;0,424300171;0,427831653;0,430470149;0,431924316;0,434520199;0,437116083;0,439711917;0,442307751;0,444903635;0,447499518;0,450095401;0,452691186;0,45528707;0,457882953;0,459861029;0,461839055;0,463817131;0,465795206;0,467773232;0,469751308;0,471729383;0,473707361;0,475685436;0,477663512;0,479641538;0,481619614;0,48359764;0,485575716;0,487553791;0,489531817;0,491509893;0,493487968;0,495465995;0,49744407
Leather World Activity (Mt);4,837907148;4,925820289;5,032892494;5,122923607;5,212437487;5,286355402;5,368295857;5,450284388;5,532321152;5,614406126;5,696539218;5,778720673;5,860950194;5,943227879;6,025553677;6,107927826;6,170168221;6,232454196;6,29478596;6,357163082;6,419585905;6,48205439;6,54456857;6,607128232;6,669733589;6,732384612;6,795081205;6,857823352;6,920611228;6,983444761;7,046323681;7,1092484;7,172218789;7,235234898;7,29829621;7,361403446
Maize Brazil Activity (Mt);43,5928688;44,33798981;45,08311081;45,828228;46,573349;47,31846619;48,00553513;48,69259644;49,37966156;50,06672668;50,75378799;51,44085312;52,12791824;52,81498337;53,50204468;54,1891098;54,75782394;55,3265419;55,89525223;56,46396637;57,03268814;57,60140228;58,17011261;58,73882675;59,30754089;59,87625885;60,44497681;61,01369095;61,58240128;62,15111542;62,71982956;63,2885437;63,85726547;64,42597961;64,99468994;65,5634079
Maize Canada Activity (Mt);8,90655899;9,020913124;9,135267258;9,249620438;9,363972664;9,478326797;9,569792747;9,661258698;9,752723694;9,844189644;9,935655594;10,02712154;10,11858749;10,21005344;10,30151939;10,39298534;10,47722054;10,56145573;10,64569092;10,72992516;10,81416035;10,89839649;10,98263073;11,06686592;11,15110111;11,2353363;11,3195715;11,40380764;11,48804283;11,57227707;11,65651226;11,74074745;11,82498169;11,90921783;11,99345303;12,07768822
Maize Central America Activity (Mt);3,608385086;3,658952713;3,709521055;3,760089397;3,810657263;3,861225367;3,904586792;3,947948217;3,991310358;4,034671783;4,07803297;4,121394634;4,164755821;4,208117962;4,251479626;4,294840813;4,333258629;4,371675491;4,410092831;4,448510647;4,486927509;4,525345325;4,563763142;4,602180004;4,640597343;4,679014206;4,717432022;4,755849361;4,794266224;4,83268404;4,871101379;4,909518242;4,947935581;4,986353397;5,024770737;5,063188076
Maize Central Asia Activity (Mt);1,364912629;1,39674449;1,42857635;1,460408092;1,492240071;1,524071932;1,551261425;1,578450918;1,605640292;1,632829785;1,660019398;1,687208652;1,714398146;1,741587639;1,768777013;1,795966506;1,808691025;1,821415424;1,834139824;1,846864223;1,859588742;1,872313023;1,885037422;1,897761941;1,910486341;1,923210859;1,93593514;1,948659778;1,961384177;1,974108338;1,986832976;1,999557376;2,012281895;2,025006294;2,037730694;2,050455093
Maize Central Europe Activity (Mt);32,60993576;32,69807816;32,78622437;32,87436295;32,96250916;33,05065536;33,11510468;33,17955017;33,24399948;33,30844879;33,37289429;33,4373436;33,50179291;33,56624222;33,63068771;33,69513702;33,6905899;33,68603897;33,68149567;33,67694473;33,67239761;33,66784668;33,66329956;33,65875244;33,65420151;33,64965057;33,64510345;33,64055252;33,6360054;33,63145447;33,62690353;33,62235641;33,6178093;33,61326218;33,60870743;33,60416031
Maize China Region Activity (Mt);150,0213623;152,1133881;154,2053986;156,2974243;158,3894501;160,4814606;161,7043304;162,9272156;164,1500854;165,3729401;166,5958099;167,8186798;169,0415344;170,2644196;171,4872894;172,710144;172,9217224;173,1332855;173,3448639;173,5564423;173,7679901;173,9795685;174,1911316;174,40271;174,6142883;174,8258514;175,0374298;175,2489929;175,4605713;175,6721344;175,8837128;176,0952759;176,306839;176,5184174;176,7299805;176,9415588
Maize Eastern Africa Activity (Mt);10,62669373;10,9747715;11,32284737;11,67092419;12,01900101;12,36707783;12,79077435;13,21446896;13,63816547;14,06186199;14,48555851;14,90925503;15,33295059;15,75664616;16,18034172;16,60403824;16,97737885;17,35072136;17,72406387;18,09740448;18,47074699;18,84408951;19,21743011;19,59077263;19,96411514;20,33745766;20,71079826;21,08414078;21,45748138;21,83082581;22,20416451;22,57750702;22,95084953;23,32419014;23,69753265;24,07087326
Maize India Activity (Mt);15,91753387;16,20087814;16,48422432;16,7675705;17,05091476;17,33426094;17,547472;17,76068497;17,97389603;18,18710709;18,40032005;18,61353111;18,82674026;19,03995132;19,25316429;19,46637535;19,59037781;19,71437836;19,838377;19,96237946;20,08638;20,21038246;20,3343811;20,45838356;20,58238411;20,70638466;20,8303833;20,95438576;21,07838631;21,20238686;21,32638741;21,45038986;21,57439041;21,69839096;21,82239151;21,94639397
Maize Indonesia Region Activity (Mt);12,35531616;12,51643562;12,67755318;12,83867264;12,99979019;13,1609087;13,22131824;13,28172588;13,34213543;13,40254402;13,46295166;13,52336121;13,58376884;13,64417839;13,70458603;13,76499462;13,80064583;13,83629799;13,8719492;13,9076004;13,94325161;13,97890282;14,01455402;14,05020618;14,08585739;14,1215086;14,15715981;14,19281101;14,22846222;14,26411438;14,29976559;14,33541679;14,37106705;14,40671921;14,44236946;14,47802258
Maize Japan Activity (Mt);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
